Brandname,Productname,Colors,Sizes,Description,Materials,Maintenance,RegularPrice,CurrentPrice
Polo Ralph Lauren,Sneaker aus Canvas,Weiß|Dunkelblau|Rot|Grün,40|7|41|8|42|9|43|10|44|11|45|12|46|13,"Herren Sneaker von Polo Ralph Lauren|Modell Halford|Canvas|Logo-Stickereien|Schnürverschluss|Gummisohle|Sohlenhöhe: 2,5 cm|Farbe Dunkelblau|Artikelnummer 9578786",Hauptmaterial 1: 100% Textil|Futter 1: 100% Textil|Sohle: 100% Gummi,,69.95,69.95
Timberland,Lederboots aus wasserabweisendem Material,Beige,"41|7,5|41,5|8|42|8,5|43|9|43,5|9,5|44|10|44,5|10,5|45|11|45,5|11,5|46|12",Herren Lederboots von Timberland|Echtes Leder|Überknöchelhoher Schaft|Schnürverschluss|Gepolsterte Ferse|Abgerundete Spitze|Rahmennaht|Sohle aus Gummi|Logo-Gravur|Sohlenhöhe: 3 cm|Farbe Beige|Artikelnummer 9491197,Hauptmaterial 1: 100% Leder|Futter 1: 100% Leder|Sohle: 100% Gummi, Nicht waschen| Nicht bleichen| Kein Trockner| Nicht bügeln| Keine chemische Reinigung,179.95,119.95
adidas Originals,Sneaker aus Veloursleder,Schwarz,42|8|43|9|44 2/3|10|46|11|42 2/3|8/|44|9/|45 1/3|10/,"Herren Sneaker von adidas Originals|Modell Gazelle|Echtes Veloursleder|Gummisohle |Abgerundete Spitze|Schnürverschluss|Logo-Streifen|Sohlenhöhe: 2,5 cm|Farbe Schwarz|Artikelnummer 9567302",Hauptmaterial 1: 100% Veloursleder|Sohle: 100% Gummi,,99.95,99.95
Tommy Hilfiger,Sneaker aus Veloursleder,Dunkelblau meliert|Taupe|Jeans,40|41|42|43|44|45|46,"Herren Sneaker von Tommy Hilfiger|Veloursleder|Abgerundete Spitze|Schnürverschluss|Sohle aus Gummi|Kontrastbesatz aus Glattleder im Fersenbereich|Logo-Prägung an der Zunge|Gummierter Logo-Print|Schnürsenkel aus Glattleder|Sohlenhöhe: 2,5 cm|Farbe Taupe|Artikelnummer 9610587","Hauptmaterial 1: 100% Leder|Futter 1: 84% Baumwolle, 16% Polyurethan|Sohle: 100% Gummi", Nicht waschen| Nicht bleichen| Kein Trockner| Nicht bügeln| Keine chemische Reinigung,99.95,99.95
adidas Originals,Sneaker aus zweifarbigem Mesh,Schwarz,42|8|43|9|44 2/3|10|46|11|47 1/3|12|42 2/3|8/|44|9/|45 1/3|10/|46 2/3|11/,Herren Sneaker von adidas Originals|Modell Los Angeles|Zweifarbiges Mesh|Logo-Streifen|Kontrastbesatz aus weichem Textil|Schnürverschluss|Vorgeformte Einlegesohle|Gummisohle|Sohlenhöhe: 2 cm|Farbe Schwarz|Artikelnummer 9569126,Hauptmaterial 1: 100% Textil|Futter 1: 100% Synthetik|Sohle: 100% Gummi,,89.95,89.95
Boss Green,Sneaker aus Leder und Veloursleder,Rot|Dunkelblau,40|41|42|43|44|45|46,"Herren Sneaker von BOSS Green|Modell Arkansas_Lowp_syjq|Leder, Veloursleder und Mesh|Gummisohle|Abgerundete Spitze |Schnürverschluss|Seitliche Zierstreifen mit Logo-Prägung |Sohlenhöhe: 1 cm |Farbe Rot|Artikelnummer 9556445",Hauptmaterial 1: 100% Veloursleder|Hauptmaterial 2: 100% Leder|Hauptmaterial 3: 100% Textil|Sohle: 100% Gummi,,169.95,169.95
Polo Ralph Lauren,Sneaker aus echtem Leder,Schwarz|Weiß,40|7|41|8|42|9|43|10|44|11|45|12|46|13,"Herren Sneaker von Polo Ralph Lauren|Modell Hugh|Echtes Leder|Gummisohle|Abgerundete Spitze|Schnürverschluss|Logo-Applikationen|Sohlenhöhe: 2,5 cm|Farbe Weiß|Artikelnummer 9486122",Hauptmaterial 1: 100% Leder|Futter 1: 100% Textil|Sohle: 100% Gummi,,99.95,99.95
Clarks,Lederboots aus Nubukleder,Dunkelbraun,"41|7|41,5|7,5|42|8|42,5|8,5|43|9|44|9,5|44,5|10|45|10,5|46|11",Herren Lederboots von Clarks|Modell Newkirk Top |Echtes Nubukleder|Schnürverschluss |Ziernähte|Paspelierung |Gummisohle|Angaben in UK-Größe |Sohlenhöhe: 3 cm |Farbe Dunkelbraun|Artikelnummer 9513697,Hauptmaterial 1: 100% Nubukleder|Sohle: 100% Gummi,,119.95,89.95
adidas Originals,Sneaker aus Veloursleder,Marineblau,42|8|43|9|44 2/3|10|46|11|47 1/3|12|41 1/3|7/|42 2/3|8/|44|9/|45 1/3|10/|46 2/3|11/,Herren Sneaker von adidas Originals|Modell Gazelle|Echtes Veloursleder|Logo-Streifen|Schnürverschluss|Gummisohle|Sohlenhöhe: 2 cm|Farbe Marineblau|Artikelnummer 9622613,Hauptmaterial 1: 100% Leder|Futter 1: 100% Textil|Besatz 1: 100% Synthetik|Sohle: 100% Gummi,,99.95,99.95
H By Hudson,Lederschuh mit Lyralochung,Dunkelbraun,40|41|42|43|44|45|46,"Herren Lederschuh von H by Hudson|Modell Ashford|Echtes Leder |Abgerundete Spitze |Schnürverschluss|Lyralochung|Sohle aus Gummi|Handgefertigt in Portugal|Sohlenhöhe: 2,5 cm|Farbe Dunkelbraun|Artikelnummer 9638184",Hauptmaterial 1: 100% Leder|Sohle: 100% Gummi,,185.95,185.95
Pantofola dOro,Sneaker aus Veloursleder mit Meshbesatz,Dunkelblau,40|41|42|43|44|45|46,"Herren Sneaker von Pantofola d'Oro|Modell Imola Low|Echtes Veloursleder mit Meshbesatz|Abgerundete Spitze|Schnürverschluss|Logo-Stickerei an der Ferse|Logo-Applikationen|Profilsohle aus Gummi|Made in Italy|Sohlenhöhe: 1,5 cm|Farbe Dunkelblau|Artikelnummer 9620754",Hauptmaterial 1: 100% Veloursleder|Hauptmaterial 2: 100% Textil|Sohle: 100% Gummi,,69.95,69.95
H By Hudson,Chelsea Boots aus echtem Veloursleder,Dunkelbraun,40|41|42|43|44|45|46,"Herren Chelsea Boots von H by Hudson|Modell Entwhistle|Echtes Veloursleder|Abgerundete Spitze|Elastische Einsätze |Gummisohle |Made in Portugal|Absatzhöhe: 2,5 cm|Farbe Dunkelbraun|Artikelnummer 9638190",Hauptmaterial 1: 100% Veloursleder|Hauptmaterial 2: 100% Leder|Sohle: 100% Gummi,,185.95,185.95
Camp David,Sneaker aus Canvas mit Details aus Leder,Beige|Marineblau,41|42|43|44|45|46,"Herren Sneaker von CAMP DAVID|Canvas mit Details aus Leder|Abgerundete Spitze|Schnürverschluss|Logo-Applikationen|Profilsohle aus Gummi|Sohlenhöhe: 2,5 cm|Farbe Marineblau|Artikelnummer 9612033",Hauptmaterial 1: 100% Textil|Besatz 1: 100% Leder|Sohle: 100% Gummi,,49.95,49.95
Armani Jeans,Sneaker aus Leder,Schwarz,41|42|43|44|45,Herren Sneaker von Armani Jeans|Echtes Leder|Kontrasteinsätze aus Textil mit Logo-Stickerei|Schnürverschluss|Innensohle aus leder|Flache Gummisohle|Sohlenhöhe: 1 cm|Farbe Schwarz|Artikelnummer 9571703,Hauptmaterial 1: 100% Leder|Hauptmaterial 2: 100% Textil|Futter 1: 100% Leder|Futter 2: 100% Textil|Sohle: 100% Gummi,,219.0,219.0
Boss Green,Sneaker aus Veloursleder mit Textileinsatz,Mittelgrau|Beige|Dunkelblau,40|41|42|43|44|45|46,Herren Sneaker von BOSS Green|Modell Akeen|Echtes Veloursleder|Kontrasteinsätze aus Textil und Gummi|Abgerundete Spitze|Schnürverschluss|Logo-Applikationen|Profilsohle aus Gummi|Sohlenhöhe: 1 cm|Farbe Dunkelblau|Artikelnummer 9581854,Hauptmaterial 1: 100% Veloursleder|Hauptmaterial 2: 100% Textil|Hauptmaterial 3: 100% Gummi|Sohle: 100% Gummi,,139.95,139.95
Hilfiger Denim,Zehentrenner aus Textil mit Lederbesatz,Dunkelblau|Schwarz,40|41|42|43|44|45|46,Herren Zehentrenner von Hilfiger Denim|Textil mit Lederbesatz|Strukturierter Riemen |Logo-Applikation|Logo-Prägung am Fußbett|Gummisohle |Sohlenhöhe: 1 cm|Farbe Schwarz|Artikelnummer 9582125,Hauptmaterial 1: 100% Polyester|Besatz 1: 100% Leder|Sohle: 100% Gummi,,49.95,49.95
La Martina,Sneaker aus Veloursleder mit Kontrastbesatz,Royalblau|Beige,41|42|43|44|45,"Herren Sneaker von La Martina|Echtes Veloursleder|Kontrastbesatz aus Mesh und Textil|Abgerundete Spitze|Schnürverschluss|Profilsohle aus Gummi|Logo-Applikationen|Sohlenhöhe: 2,5 cm|Farbe Beige|Artikelnummer 9609843",Hauptmaterial 1: 100% Veloursleder|Hauptmaterial 2: 100% Textil,,199.95,199.95
Lloyd,"Derby aus Lackleder
",Schwarz,"41|7,5|42|8|42,5|8,5|43|9|44|9,5|44,5|10|45|10,5|46|11|41|41|42|42|43|43|45|45","Herren Derby von Lloyd|Modell Freeman|Echtes Kalbsleder|Glänzende Lackoberfläche|Schnürschuhe|Eingearbeitetes Fußbett|Innenmaterialien aus Leder|Sohle aus Leder|Rutschsicherer Absatz|Sohlenhöhe: 0,7 cm|Absatzhöhe: 2,5 cm|Farbe Schwarz|Artikelnummer 9226132",Hauptmaterial 1: 100% Kalbsleder|Futter 1: 100% Leder|Absatz: 100% Gummi|Sohle: 100% Leder,,139.95,139.95
Hilfiger Denim,Desert Boots aus Veloursleder ,Jeans|Mittelbraun,40|41|42|43|44|45|46,"Herren Desert Boots von Hilfiger Denim|Echtes Veloursleder|Abgerundete Spitze|Schnürverschluss|Kontrasteinsatz aus Glattleder an der Ferse|Logo-Applikationen|Profilsohle aus Gummi|Sohlenhöhe: 2,5 cm|Farbe Mittelbraun|Artikelnummer 9582133",Hauptmaterial 1: 100% Veloursleder|Sohle: 100% Gummi,,129.95,129.95
Nike,Sneaker 'Air Max 90' mit Logo-Prints,Schwarz|Weiß,"40,5|7,5|41|8|42|8,5|42,5|9|43|9,5|44|10|44,5|10,5|45|11|46|12","Herren Sneaker von NIKE|Modell Air Max 90 Ultra 2.0 Essential|Strapazierfähiges, leichtes Material|Gummisohle mit Max Air-Element im Fersenbereich|Abgerundete Spitze|Schnürverschluss|Logo-Prints|Sohlenhöhe: 4 cm|Farbe Schwarz|Artikelnummer 9659435",Hauptmaterial 1: 100% Synthetik|Hauptmaterial 2: 100% Textil|Futter 1: 100% Textil|Futter 2: 100% Textil|Sohle: 100% Gummi,,145.95,145.95
Hilfiger Denim,Sneaker aus Veloursleder mit Perforierungen,Mittelgrau,40|41|42|43|44|45|46,Herren Sneaker von Hilfiger Denim|Echtes Veloursleder|Abgerundete Spitze|Schnürverschluss|Perforierungen|Logo-Applikationen|Profilsohle aus Gummi|Sohlenhöhe: 2 cm|Farbe Mittelgrau|Artikelnummer 9582126,Hauptmaterial 1: 100% Veloursleder|Hauptmaterial 2: 100% Textil|Sohle: 100% Gummi,,119.95,119.95
Pantofola dOro,Sneaker aus strukturiertem Leder,Dunkelblau,40|41|42|43|44|45|46,"Herren Sneaker von Pantofola d'Oro|Modell Imola Soccer|Echtes, strukturiertes Leder |Abgerundete Spitze|Schnürverschluss|Logo-Prägung an der Ferse|Logo-Applikationen|Profilsohle aus Gummi|Sohlenhöhe: 1,5 cm|Farbe Dunkelblau|Artikelnummer 9620759",Hauptmaterial 1: 100% Leder|Sohle: 100% Gummi,,119.95,119.95
EA7 Emporio Armani,Sneaker aus Leder und Textil,Dunkelblau,"42|8|42 2/3|8,5|44|9,5|44 2/3|10","Herren Sneaker von EA7 Emporio Armani|Veloursleder mit Textil|Abgerundete Spitze|Schnürverschluss|Logo-Stickerei|Logo-Applikationen|Gummisohle|Sohlenhöhe: 2,5 cm|Farbe Dunkelblau|Artikelnummer 9577000",Hauptmaterial 1: 100% Veloursleder|Hauptmaterial 2: 100% Textil|Futter 1: 100% Textil|Sohle: 100% Gummi,,149.95,149.95
Boss Green,Sneaker aus Material-Mix,Schwarz|Mittelgrau,41|42|43|44|45|46,Herren Sneaker von BOSS Green|Modell Space_Low|Textil mit Kontrasteinsätzen aus Gummi|Abgerundete Spitze |Schnürverschluss|Logo-Applikationen|Profilsohle aus Gummi|Sohlenhöhe: 1 cm|Farbe Mittelgrau|Artikelnummer 9581857,"Hauptmaterial 1: 100% Textil, 100% Gummi|Sohle: 100% Gummi",,139.95,139.95
Pantofola dOro,Sneaker aus Leder mit Sternen-Applikation,Mittelgrau,40|41|42|43|44|45|46,"Herren Sneaker von Pantofola d'Oro|Modell Imola Uomo|Echtes Leder |Abgerundete Spitze|Schnürverschluss|Kontraststreifen mit Logo- und Sternen-Applikation|Profilsohle aus Gummi|Sohlenhöhe: 1,5 cm|Farbe Mittelgrau|Artikelnummer 9620755",Hauptmaterial 1: 100% Leder|Sohle: 100% Gummi,,109.95,109.95
adidas Originals,Sneaker aus echtem Leder,Schwarz,42|8|43|9|44 2/3|10|46|11|47 1/3|12|41 1/3|7/|42 2/3|8/|44|9/|45 1/3|10/|46 2/3|11/,"Herren Sneaker von adidas Originals|Modell Gazelle|Echtes Leder|Logo-Streifen|Modellname in Metallicoptik|Schnürverschluss|Gummisohle|Sohlenhöhe: 2,5 cm|Farbe Schwarz|Artikelnummer 9633236",Hauptmaterial 1: 100% Leder|Futter 1: 100% Textil|Futter 2: 100% Synthetik|Besatz 1: 100% Synthetik|Sohle: 100% Gummi,,99.95,99.95
H By Hudson,Lederschuh aus Glattleder,Cognac ,40|41|42|43|44|45|46,Herren Lederschuh von H by Hudson|Modell Hadstone|Echtes Glattleder|Abgerundete Spitze |Schnürverschluss|Gummisohle|Sohlenhöhe: 2 cm|Farbe Cognac |Artikelnummer 9638191,Hauptmaterial 1: 100% Leder|Sohle: 100% Gummi,,115.95,115.95
New Balance,Sneaker aus Veloursleder,Mittelgrau,"41,5|8|42|8,5|42,5|9|43|9,5|44|10|45|11|46,5|12",Herren Sneaker von New Balance|Modell 420 70s Running|Veloursleder|Abgerundete Spitze|Schnürverschluss|Kontrasteinsätze aus Textil|Logo-Aufnäher und Prints|Gummisohle|Sohlenhöhe: 2 cm|Farbe Mittelgrau|Artikelnummer 9634160,"Hauptmaterial 1: 100% Leder, 100% Nylon",,89.95,89.95
Pepe Jeans,Sneaker aus Denim mit Kontrastbesatz,Dunkelblau,41|42|43|44|45|46,Herren Sneaker von Pepe Jeans|Denim|Kontrastbesatz aus Textil und Veloursleder|Logo-Print|Schnürverschluss|Gummisohle|Sohlenhöhe: 2 cm|Farbe Dunkelblau|Artikelnummer 9637099,Hauptmaterial 1: 100% Textil|Hauptmaterial 2: 100% Leder|Futter 1: 100% Textil|Sohle: 100% Gummi,,89.95,89.95
Pantofola dOro,Sneaker aus Leder mit Kontrasteinsätzen,Blau,40|41|42|43|44|45|46,Herren Sneaker von Pantofola d'Oro|Modell Imola Uomo|Echtes Leder|Abgerundete Spitze|Schnürverschluss|Kontrasteinsätze aus Veloursleder|Zierstreifen mit Logo-Applikationen|Profilsohle aus Gummi|Sohlenhöhe: 2 cm|Farbe Blau|Artikelnummer 9620756,Hauptmaterial 1: 100% Leder|Hauptmaterial 2: 100% Veloursleder|Sohle: 100% Gummi,,109.95,109.95
Reebok,Sneaker aus Veloursleder,Dunkelblau,"41|8,5|42|9|42,5|9,5|43|10|44|10,5|44,5|11|45|11,5|45,5|12","Herren Sneaker von Reebok|Echtes Veloursleder|Strapazierfähiger Kontrasteinsatz |Abgerundete Spitze |Schnürverschluss|Profilsohle aus Gummi|Logo-Applikation|Sohlenhöhe: 2,5 cm|Farbe Dunkelblau|Artikelnummer 9631375",Hauptmaterial 1: 100% Veloursleder|Hauptmaterial 2: 100% Nylon|Sohle: 100% Gummi,,69.95,69.95
Nike,Sneaker 'Internationalist' mit Logo-Details ,Schwarz|Marineblau|Olivgrün|Weiß|Rot|Rot,"40,5|7,5|41|8|42|8,5|42,5|9|43|9,5|44|10|44,5|10,5|45|11|45,5|11,5|46|12",Herren Sneaker von NIKE|Modell Internationalist|Textil|Abgerundete Spitze|Kontrasteinsätze aus Veloursleder|Schnürverschluss|Logo-Details|Profilsohle aus Gummi|Sohlenhöhe: 1 cm|Farbe Schwarz|Artikelnummer 9659416,,,89.95,89.95
G-Star Raw,High Top Sneaker aus Canvas,Olivgrün,41|42|43|44|45|46,Herren High Top Sneaker von G-Star RAW|Modell Kendo|Canvas|Zweifarbiges Design|Abgerundete Spitze|Schnürverschluss|Sohle aus Gummi|Label-Aufnäher an der Zunge|Zierstreifen im Fersenbereich|Sohlenhöhe: 3 cm|Farbe Olivgrün|Artikelnummer 9585284,Hauptmaterial 1: 100% Textil|Futter 1: 100% Textil|Sohle: 100% Gummi, Nicht waschen| Nicht bleichen| Kein Trockner| Nicht bügeln| Keine chemische Reinigung,84.95,84.95
Nike,Sneaker 'Internationalist' mit Logo-Details ,Schwarz|Marineblau|Olivgrün|Weiß|Rot|Rot,"40,5|7,5|41|8|42|8,5|42,5|9|43|9,5|44|10|44,5|10,5|45|11|45,5|11,5|46|12",Herren Sneaker von NIKE|Modell Internationalist|Textil|Abgerundete Spitze|Kontrasteinsätze aus Veloursleder|Schnürverschluss|Logo-Details|Profilsohle aus Gummi|Sohlenhöhe: 1 cm|Farbe Rot|Artikelnummer 9659420,,,89.95,89.95
Tommy Hilfiger,Slip-On Sneaker aus Canvas,Dunkelblau meliert|Jeans,41|42|43|44|45,Herren Slip-On Sneaker von Tommy Hilfiger|Canvas|Logo-Stickerei|Elastische Einsätze|Gummisohle|Sohlenhöhe: 2 cm|Farbe Dunkelblau meliert|Artikelnummer 9585601,Hauptmaterial 1: 100% Textil|Futter 1: 100% Textil|Sohle: 100% Gummi,,65.95,65.95
Polo Ralph Lauren,Sneaker aus Veloursleder,Dunkelblau|Schwarz|Mittelgrau,40|7|41|8|42|9|43|10|44|11|45|12|46|13,Herren Sneaker von Polo Ralph Lauren|Modell Cordell|Echtes Veloursleder|Kontrasteinsätze aus Mesh|Kontrastbesatz mit Logo|Schnürverschluss|Breite Gummisohle|Sohlenhöhe: 3 cm|Farbe Schwarz|Artikelnummer 9578793,Hauptmaterial 1: 100% Leder|Hauptmaterial 2: 100% Textil|Hauptmaterial 3: 100% Synthetik|Futter 1: 100% Textil|Sohle: 100% Gummi,,99.95,99.95
Tommy Hilfiger,Sneaker aus Veloursleder,Dunkelblau meliert|Taupe|Jeans,40|41|42|43|44|45|46,"Herren Sneaker von Tommy Hilfiger|Veloursleder|Abgerundete Spitze|Schnürverschluss|Sohle aus Gummi|Kontrastbesatz aus Glattleder im Fersenbereich|Logo-Prägung an der Zunge|Gummierter Logo-Print|Schnürsenkel aus Glattleder|Sohlenhöhe: 2,5 cm|Farbe Jeans|Artikelnummer 9610588","Hauptmaterial 1: 100% Leder|Futter 1: 84% Baumwolle, 16% Polyurethan|Sohle: 100% Gummi", Nicht waschen| Nicht bleichen| Kein Trockner| Nicht bügeln| Keine chemische Reinigung,99.95,99.95
Clarks,Desert Boots aus echtem Leder,Dunkelbraun,"41|7|41,5|7,5|42|8|42,5|8,5|43|9|44|9,5|44,5|10|45|10,5|46|11","Herren Desert Boots von Clarks|Modell Chilver|Echtes Leder|Überknöchelhoher Schaft|Schürverschluss|Innensohle aus echtem Leder|Gummisohle|Sohlenhöhe: 2,5 cm|Farbe Dunkelbraun|Artikelnummer 9513704",Hauptmaterial 1: 100% Leder|Futter 1: 100% Leder|Sohle: 100% Gummi,,139.95,139.95
Tommy Hilfiger,Sneaker aus Canvas,Marineblau|Weiß|Mittelgrau,40|41|42|43|44|45|46,Herren Sneaker von Tommy Hilfiger|Canvas|Abgerundete Spitze|Schnürverschluss|Teilungsnähte|Logo-Details|Kontrastbesatz im Fersenbereich|Gummisohle|Sohlenhöhe: 2 cm|Farbe Marineblau|Artikelnummer 9593176,Hauptmaterial 1: 100% Baumwolle|Futter 1: 100% Baumwolle|Sohle: 100% Synthetik,,59.95,59.95
New Balance,Sneaker aus echtem Veloursleder,Mittelgrau,"41,5|8|42|8,5|42,5|9|43|9,5|44|10|45|11",Damen Sneaker von New Balance|Modell 574|Echtes Veloursleder|Einsätze aus Mesh|Logo-Aufnäher|Schnürverschluss|Gummisohle|Sohlenhöhe: 2 cm|Farbe Mittelgrau|Artikelnummer 9634172,"Hauptmaterial 1: 50% Leder, 50% Textil|Futter 1: 100% Textil|Sohle: 100% Gummi",,89.95,89.95
adidas Originals,Sneaker aus Veloursleder,Marineblau,42|8|43|9|44 2/3|10|46|11|47 1/3|12|41 1/3|7/|42 2/3|8/|44|9/|45 1/3|10/|46 2/3|11/,"Herren Sneaker von adidas Originals|Modell Stan Smith|Echtes Veloursleder|Abgerundete Spitze|Gummisohle |Schnürverschluss|Perforierte Logo-Streifen|Logo-Applikationen|Sohlenhöhe: 2,5 cm|Farbe Marineblau|Artikelnummer 9569119",Hauptmaterial 1: 100% Veloursleder,,99.95,99.95
s.Oliver RED LABEL,Desert Boots aus Leder ,Taupe,41|42|43|44|45|46,Herren Desert Boots von s.Oliver|Echtes Leder mit Kontrasteinsatz aus Textil|Abgerundete Spitze|Schnürverschluss|Logo-Applikationen|Gummisohle|Sohlenhöhe: 2 cm |Farbe Taupe|Artikelnummer 9634777,Hauptmaterial 1: 100% Leder|Hauptmaterial 2: 100% Textil|Sohle: 100% Gummi,,69.95,69.95
Tommy Hilfiger,Sneaker aus Canvas ,Dunkelblau meliert|Hellgrau meliert|Jeans,40|41|42|43|44|45,Herren Sneaker von Tommy Hilfiger|Canvas|Abgerundete Spitze|Schnürverschluss|Logo-Stickerei|Fersenbereich in Kontrastfarbe|Logo-Applikation an der Zunge|Gummisohle |Sohlenhöhe: 2 cm|Farbe Dunkelblau meliert|Artikelnummer 9585598,Hauptmaterial 1: 100% Textil|Futter 1: 100% Textil|Sohle: 100% Gummi,,65.95,65.95
adidas Originals,Sneaker aus Veloursleder,Mittelgrau,42|8|43|9|44 2/3|10|46|11|47 1/3|12|41 1/3|7/|42 2/3|8/|44|9/|45 1/3|10/|46 2/3|11/,"Herren Sneaker von adidas Originals|Modell Los Angeles|Echtes Veloursleder und Textil|Abgerundete Spitze|Schnürverschluss|Strukturierter Kontrastbesatz an der Spitze|Perforierung an der Ferse|Seitliche Logo-Streifen aus Textil|Reflektierender, gummierter Print|Profilsohle aus Gummi|Sohlenhöhe: 3,5 cm|Farbe Mittelgrau|Artikelnummer 9569125",Hauptmaterial 1: 100% Leder|Hauptmaterial 2: 100% Textil|Futter 1: 100% Textil|Futter 2: 100% Synthetik|Sohle: 100% Gummi, Nicht waschen| Nicht bleichen| Kein Trockner| Nicht bügeln| Keine chemische Reinigung,99.95,99.95
